[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_delta_distance,player_delta_rotation,visible_bot_count,bot_delta_distance,player_standing,player_speed,player_is_grounded,player_is_mid_air,player_is_crashing,player_is_off_road,player_gas_pedal,player_steering,player_lap,player_distance_to_way_point,player_respawn,bot_standing,bot_score,bot_speed,bot_is_grounded,bot_is_off_road,bot_is_crashing,bot_gas_pedal,bot_steering,bot_lap,bot_distance_to_way_point,bot_delta_rotation,bot_player_distance,bot_respawn,visible_jump_count,Binary_Arousal_Class
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.9838709678333334,0.7820512820833333,0.6388888891666666,1.0,0.145486125,0.0,0.0,0.0,0.6826760274166667,0.39102566666666666,0.4166666666666667,0.13194441666666668,0.20833333333333334,0.7820512820833333,0.0,0.145486125,0.6826760274166667,0.48278679775,0.0,0.0,1.0,0.8835202151666667,0.9583333333333334,0.041666666666666664,0.0,0.2222221666666667,1.0,0.39428683333333336,0.0,0.25334120708333335,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.39102566666666666,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.977486559,0.5865384615833333,0.5,0.9412392500000001,0.17692308333333331,0.0,0.0,0.0,0.4437177256666667,0.7307692499999999,0.75,0.3365384625,0.375,0.5865384615833333,0.05876075,0.17692308333333331,0.4437177256666667,0.204836908,0.0,0.0,1.0,0.58825570725,1.0,0.0,0.0,0.673076925,0.9841694166666667,0.5699418458333333,0.0,0.174746717,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.7307692499999999,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.9227150539166667,0.6826923076666667,0.6111111113333333,1.0,0.228125,0.0,0.0,0.0,0.7049362730000001,0.0,0.0,0.0,0.0,0.6826923076666667,0.0,0.228125,0.7049362730000001,0.45424143,0.0,0.0,1.0,0.8914678699166667,1.0,0.0,0.0,0.0,0.9135966958333334,0.7093062708333333,0.0,0.133488573,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.8639112901666666,0.7532051281666666,0.6388888891666666,1.0,0.25,0.0,0.0,0.0,0.27385830108333337,0.0,0.0,0.34375000833333336,0.4166666666666667,0.7532051281666666,0.0,0.25,0.27385830108333337,0.25506909675,0.0,0.0,1.0,0.34557514,0.9791666666666666,0.020833333333333332,0.027777766666666665,0.6388889166666667,0.838177375,0.3515867854166667,0.0,0.064671783,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.818548387,0.47115384633333335,0.41666666658333334,0.8106060833333334,0.25,0.81944452775,1.0,0.57987071975,0.08882911333333333,0.0,0.0,0.5,0.5,0.47115384633333335,0.1893939166666667,0.25,0.08882911333333333,0.041401581916666666,0.81944452775,0.57987071975,1.0,0.11277174491666668,1.0,0.0,0.0,1.0,0.16319375,0.7028871791666668,0.0,0.0617076105,0.0,0.718305,1.0,0.9763798568333333,0.6525673166666667,0.0,0.0,0.9900638889166666,0.5319087401666667,0.0,0.77667445875,0.038530403,0.9248895850833333,0.0,0.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.7839381721666667,0.5833333333333334,0.4722222223333333,0.782197,0.25729166666666664,0.032407388833333335,0.16666666666666666,0.08699011683333334,0.15454907666666667,0.0,0.0,0.4791666666666667,0.5,0.5833333333333334,0.217803,0.25729166666666664,0.15454907666666667,0.12291951125,0.032407388833333335,0.08699011683333334,1.0,0.2113810545,1.0,0.0,0.0,0.9583333333333334,0.876718875,0.3266411354166667,0.0,0.11046345291666666,0.0,0.375,0.16666666666666666,0.1632446025,0.16666666666666666,0.0,0.0,0.14865083333333332,0.5789973878333333,0.0,0.08224811316666666,0.0475623135,0.14332973333333335,0.0,0.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.661290323,0.5608974360833333,0.4166666665,1.0,0.323863625,0.0,0.0,0.0,0.5381794455833333,0.0,0.0,0.06944442916666667,0.125,0.5608974360833333,0.0,0.323863625,0.5381794455833333,0.3916087380833333,0.0,0.0,1.0,0.6977303689166666,1.0,0.0,0.0,0.13888885833333334,0.7974282,0.18115625,0.0,0.22275598066666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.661290323,0.6185897435833333,0.5,1.0,0.3499999999999999,0.0,0.0,0.0,0.34284483516666664,0.0,0.0,0.28205125000000003,0.3333333333333333,0.6185897435833333,0.0,0.3499999999999999,0.34284483516666664,0.2467641900833333,0.0,0.0,1.0,0.47315688733333333,0.9743590000000001,0.025641,0.0,0.5384615,0.7954128708333333,0.525125125,0.0,0.26306908074999996,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.616263441,0.7660256410833334,0.5833333334166667,1.0,0.3499999999999999,0.0,0.0,0.0,0.21700795674999998,0.0,0.0,0.5,0.5,0.7660256410833334,0.0,0.3499999999999999,0.21700795674999998,0.22352776475,0.0,0.0,1.0,0.29453614358333335,1.0,0.0,0.0,1.0,0.8506643333333334,0.5660864583333333,0.0,0.09081457641666667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.5558312656153845,0.4704142013076923,0.333333333,1.0,0.39733726923076923,0.0,0.0,0.0,0.31234750484615387,0.0,0.0,0.5,0.5,0.4704142013076923,0.0,0.39733726923076923,0.31234750484615387,0.0014280371538461538,0.0,0.0,1.0,0.42326930415384617,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.35792147546153846,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.5216275659090909,0.5839160840000001,0.4242424240909091,1.0,0.4034090909090909,0.0,0.0,0.0,0.4638095452727273,0.0,0.0,0.30069931818181816,0.3181818181818182,0.5839160840000001,0.0,0.4034090909090909,0.4638095452727273,0.17740949472727274,0.0,0.0,1.0,0.6200510556363636,1.0,0.0,0.0,0.6013986363636363,1.0,0.39268892272727274,0.0,0.20962913600000002,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.6155913979166666,0.68269230775,0.6111111113333333,1.0,0.45,0.0,0.0,0.0,0.7393292300000001,0.0,0.0,0.0,0.0,0.68269230775,0.0,0.45,0.7393292300000001,0.33893543233333334,0.0,0.0,1.0,0.9250614129166667,1.0,0.0,0.0,0.0,1.0,0.455858425,0.0,0.8062805193333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.7965260543846154,0.6124260355384615,0.4871794871538461,1.0,0.5,0.0,0.0,0.0,0.5558021355384615,0.8520710076923077,0.9230769230769231,0.2729962307692308,0.34615384615384615,0.6124260355384615,0.0,0.5,0.5558021355384615,0.27226193853846153,0.0,0.0,1.0,0.6896462910769231,0.9491124615384615,0.050887538461538456,0.0,0.4951049230769231,1.0,0.33650560384615386,0.0,0.27457165884615387,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.8520710076923077,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.8189149560000001,0.6538461538181818,0.5454545455454546,1.0,0.5190081818181818,0.0,0.0,0.0,0.5689689315454545,1.0,1.0,0.3305785,0.45454545454545453,0.6538461538181818,0.0,0.5190081818181818,0.5689689315454545,0.22970971918181818,0.0,0.0,1.0,0.751654646090909,0.7024793636363637,0.2975206363636364,0.09090909090909091,0.2727272727272727,1.0,0.4060198966363636,0.0,0.18171577909090908,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.8410618281666666,0.641025641,0.6111111113333333,0.9807692416666667,0.5695512500000001,0.0,0.0,0.0,0.6925400248333333,1.0,1.0,0.0,0.0,0.641025641,0.019230758333333334,0.5695512500000001,0.6925400248333333,0.3294086275,0.0,0.0,1.0,0.9019754777500001,1.0,0.0,0.0,0.0,0.99799375,0.5685799916666666,0.0,0.33102988825,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.7718413974999999,0.5993589744166666,0.4722222221666667,1.0,0.7045137499999999,0.0,0.0,0.0,0.6889132881666667,0.0,0.0,0.0,0.0,0.5993589744166666,0.0,0.7045137499999999,0.6889132881666667,0.19719629283333331,0.0,0.0,1.0,0.92247081075,1.0,0.0,0.0,0.0,0.9917889999999999,0.6299055791666667,0.0,0.19971523141666667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.6384408604166667,0.52564102575,0.44444444433333335,1.0,0.7826925,0.0,0.0,0.0,0.6011161245,0.0,0.0,0.027777791666666666,0.041666666666666664,0.52564102575,0.0,0.7826925,0.6011161245,0.145428042,0.0,0.0,1.0,0.7654439652499999,1.0,0.0,0.0,0.05555558333333333,0.9159826875,0.6562307541666667,0.48717950000000004,0.10505893883333334,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.5825062034615385,0.5769230769230769,0.6153846156153846,1.0,0.8594403846153846,0.0,0.0,0.0,0.8335905101538461,0.0,0.0,0.0,0.0,0.5769230769230769,0.0,0.8594403846153846,0.8335905101538461,0.4823694947692308,0.0,0.0,1.0,0.9197176808461538,1.0,0.0,0.0,0.0,1.0,0.76171825,1.0,0.195157966,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,TinyCars,0.6063049851818182,0.576923077,0.5151515151818182,1.0,0.9,0.0,0.0,0.0,0.4896463288181818,0.0,0.0,0.3966941818181818,0.5,0.576923077,0.0,0.9,0.4896463288181818,0.17208686181818184,0.0,0.0,1.0,0.5832976899090908,0.9834710909090909,0.01652890909090909,0.0,0.7768594545454545,1.0,0.44021389090909085,1.0,0.13749059854545453,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53642409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.33766233800000006,0.2752976191666667,0.19444444425,0.5053763333333333,0.0,1.0,1.0,0.00020808433333333333,5.240008333333334e-05,0.0,0.0,0.0,0.0,0.2752976191666667,0.49462366666666663,0.0,5.240008333333334e-05,1.3958083333333334e-05,1.0,0.00020808433333333333,0.015555555,0.0009253239166666666,1.0,0.0,0.0,0.0,0.43694317158333335,0.5,0.0,0.23828339133333334,0.0,0.016203708333333334,0.0,0.0005240768333333333,1.0,0.0,0.0,0.009635805583333334,0.562499719,0.0,0.23341776883333332,0.00035107991666666664,0.10785930758333334,0.0,0.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.36471861499999997,0.6041666666666666,0.5,1.0,0.011847868416666666,1.0,1.0,0.6386990664166666,0.09118868366666666,0.0,0.0,0.06366954241666667,0.13888888891666665,0.6041666666666666,0.0,0.011847868416666666,0.09118868366666666,0.0493282715,1.0,0.6386990664166666,0.7816606666666667,0.8652057323333334,1.0,0.0,0.04218693183333333,0.0,1.0,0.5694958254166667,0.0,0.20391479850000002,0.0,0.8409745833333333,0.0142967595,0.8667357595,1.0,0.0,0.11168121675000002,0.9471497221666666,0.6307610847499999,0.0,0.23799018491666668,0.10019027024999999,0.07033969250000001,0.0,0.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.452922078,0.6279761905,0.6388888891666666,1.0,0.042226693833333336,1.0,1.0,0.7680975779166667,0.11173009525,0.03125,0.08333333333333333,0.007980288416666667,0.05555555558333333,0.6279761905,0.0,0.042226693833333336,0.11173009525,0.11546109833333333,1.0,0.7680975779166667,0.48893533333333333,0.9476221506666667,1.0,0.0,0.010952374666666667,0.0,1.0,0.6743908166666667,0.0,0.18688538216666664,0.0,0.9629433333333334,0.04455634583333334,0.9324565761666667,1.0,0.0,0.008333333333333333,0.9305108334166667,0.7002534874166666,0.0,0.21296639566666667,0.20342726975,0.099903723,0.0,0.03125,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.52922077875,0.6205357144166667,0.5277777778333334,1.0,0.07224462366666667,1.0,1.0,0.7880892040833333,0.11513047433333333,0.6180555833333333,0.6666666666666666,0.014367855333333334,0.02777777775,0.6205357144166667,0.0,0.07224462366666667,0.11513047433333333,0.13002353949999998,1.0,0.7880892040833333,0.412,0.9479274873333333,1.0,0.0,0.0,0.0,1.0,0.49435540333333333,0.0,0.2016440846666667,0.0,0.995,0.07897080133333334,0.9302846901666667,1.0,0.0,0.03472233683333333,0.9197124999166667,0.6661047170833333,0.0,0.21477348866666668,0.2536051470833333,0.12334935483333333,0.0,0.6180555833333333,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.6509740259166666,0.5520833334166667,0.5277777778333334,1.0,0.09741935524999999,1.0,1.0,0.7780465835833333,0.11360388283333334,0.4479166666666667,0.5,0.0,0.0,0.5520833334166667,0.0,0.09741935524999999,0.11360388283333334,0.08211719333333332,1.0,0.7780465835833333,0.4000000000000001,0.9475056819166667,1.0,0.0,0.0,0.0,1.0,0.37730975375000003,0.0,0.18369955316666667,0.0,1.0,0.1147342945,0.9297989470833333,1.0,0.0,0.0,0.91038666675,0.39557051483333333,0.0,0.2901581128333333,0.27361321774999997,0.17105556075000003,0.0,0.4479166666666667,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.5595238091666667,0.5119047620833334,0.5,1.0,0.13782991941666667,1.0,1.0,0.8013891898333334,0.116499566,0.42333333333333334,0.5,0.0,0.0,0.5119047620833334,0.0,0.13782991941666667,0.116499566,0.06168404624999999,1.0,0.8013891898333334,0.4000000000000001,0.9499349979166666,1.0,0.0,0.0,0.0,1.0,0.596673825,0.0,0.16710682525,0.0,1.0,0.1416933654166667,0.9343069599999999,1.0,0.0,0.0,0.9826247221666667,0.5627775064166666,0.0,0.19053423616666665,0.06108069183333333,0.25619133283333334,0.0,0.42333333333333334,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.6120129866666667,0.6145833331666667,0.5277777778333334,1.0,0.1778494625,1.0,1.0,0.7659919741666666,0.11190407291666667,0.0,0.0,0.0,0.0,0.6145833331666667,0.0,0.1778494625,0.11190407291666667,0.10698681066666665,1.0,0.7659919741666666,0.4000000000000001,0.94680805025,1.0,0.0,0.0,0.0,1.0,0.6174470208333334,0.0,0.17621857858333334,0.0,1.0,0.18399929466666667,0.9286139011666666,1.0,0.0,0.0,0.88572916675,0.7856941573333334,0.0,0.16609604275,0.30232941108333333,0.35586552349999995,0.0,0.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.6406926403333334,0.5193452380833333,0.5833333335,1.0,0.259408602,1.0,1.0,0.7787107350833334,0.11379831275,0.0,0.0,0.0,0.0,0.5193452380833333,0.0,0.259408602,0.11379831275,0.031871176333333334,1.0,0.7787107350833334,0.4000000000000001,0.9498964374166666,1.0,0.0,0.0,0.0,1.0,0.4469471658333333,0.0,0.2306927115,0.0,1.0,0.27216881391666664,0.9312831622500001,1.0,0.0,0.0,0.9470681945,0.4575691963333333,0.0,0.2196950666666667,0.15363850141666666,0.7369788345,0.0,0.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.623376623,0.543154762,0.5,1.0,0.290322581,0.9746377777499999,1.0,0.8088828246666666,0.11785820791666667,0.0,0.0,0.0,0.0,0.543154762,0.0,0.290322581,0.11785820791666667,0.07402829358333333,0.9746377777499999,0.8088828246666666,0.4000000000000001,0.950815989,1.0,0.0,0.0,0.0,1.0,0.4814833333333333,0.0,0.7849973236666666,0.0,0.9908854166666666,0.307692308,0.9342771824166666,1.0,0.0,0.0,0.9901761110833333,0.5570649465,0.0,0.32169158508333334,0.046369858333333326,0.8239124646666666,0.0,0.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.60714285675,0.5401785713333334,0.5,1.0,0.290322581,0.06597222216666666,0.16666666666666666,0.13077225866666667,0.11217173775,0.04,0.08333333333333333,0.0,0.0,0.5401785713333334,0.0,0.290322581,0.11217173775,0.052259637750000004,0.06597222216666666,0.13077225866666667,0.4000000000000001,0.9509072751666667,1.0,0.0,0.0,0.0,1.0,0.4593132208333333,0.0,0.30087736108333335,0.0,0.3390152083333333,0.05194977566666667,0.1553461525,0.16666666666666666,0.0,0.0,0.16141208333333334,0.5520830616666667,0.0,0.030300429333333333,0.00012008175,0.13666789858333334,0.0,0.04,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.6379870126666667,0.6860119046666666,0.5833333335,1.0,0.3174034138333333,0.0,0.0,0.0,0.09673135449999999,1.0,1.0,0.05665020916666667,0.0555555555,0.6860119046666666,0.0,0.3174034138333333,0.09673135449999999,0.09826909816666667,0.0,0.0,0.4000000000000001,0.9210114203333334,1.0,0.0,0.0,0.13690475,1.0,0.31768291791666664,0.0,0.3948504610833334,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.562499719,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.6277056274166667,0.7098214285833334,0.666666667,1.0,0.32430107508333333,0.23705677783333334,0.4166666666666667,0.3196607298333333,0.088114727,1.0,1.0,0.14086116125,0.13888888875000002,0.7098214285833334,0.0,0.32430107508333333,0.088114727,0.10574066741666666,0.23705677783333334,0.3196607298333333,0.4000000000000001,0.7834422865833334,0.9482758333333333,0.05172416666666666,0.0,0.2886905,1.0,0.43352746666666664,0.0,0.19689528525,0.0,0.5174741666666667,0.14423076916666666,0.38866850550000004,0.4166666666666667,0.0,0.0,0.3982387500833333,0.52596856225,0.0,0.06022549641666667,0.07741719366666666,0.36195490675,0.0,1.0,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,TinyCars,0.7716450216666666,0.46577380949999997,0.5555555555,0.88705125,0.35483870999999995,0.548547,0.6666666666666666,0.4697306095,0.13348953075,1.0,1.0,0.5515177925,0.6388888888333334,0.46577380949999997,0.11294875,0.35483870999999995,0.13348953075,0.10382347658333334,0.548547,0.4697306095,0.4121945,0.4297286085,0.440641,0.559359,0.066626937,0.4038461666666667,0.7635577891666667,0.5078483333333333,0.0,0.21453257358333333,0.08333333333333333,0.7097275000000001,0.26923365391666665,0.58150202575,0.47912036666666663,0.0,0.21966998675000002,0.63232597225,0.4944235155,0.0,0.14537715108333335,0.13521513425,0.07077285091666667,0.0,1.0,1.0
