[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_delta_distance,player_delta_rotation,visible_bot_count,bot_delta_distance,player_standing,player_speed,player_speed_boost,player_is_grounded,player_is_mid_air,player_is_crashing,player_gas_pedal,player_steering,player_lap,player_distance_to_way_point,player_respawn,bot_standing,bot_score,bot_speed,bot_speed_boost,bot_is_grounded,bot_is_crashing,bot_gas_pedal,bot_steering,bot_lap,bot_distance_to_way_point,bot_delta_rotation,bot_player_distance,bot_respawn,visible_jump_count,visible_speed_boost_count,visible_obstacle_count,Binary_Arousal_Class
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.129270545,0.2685185184166667,0.6666666666666666,0.35803575,0.24,0.0,0.0,0.0,0.025220300249999997,0.002577319833333333,0.02777777775,0.2996031333333333,0.33333333316666663,0.2685185184166667,0.64196425,0.24,0.025220300249999997,0.048264279816666665,0.0,0.0,0.4000000000000001,0.28463772283333333,0.0,0.33730166666666667,0.6626983333333333,0.0863095,1.0,0.45474349166666667,0.0,0.18730469549999998,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126416666667,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.14219759941666665,0.4259259259166666,0.75,0.5436508333333333,0.2652381,0.0,0.0,0.0,0.017157413666666666,0.13613771108333333,0.222222222,0.2188492,0.3055555554166667,0.4259259259166666,0.45634916666666664,0.2652381,0.017157413666666666,0.11016059766666665,0.0,0.0,0.4000000000000001,0.23365826283333332,0.0238095,0.49751983333333333,0.5024801666666666,0.020833333333333332,1.0,0.5021270833333333,0.0,0.4242492325,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.3035714166666667,0.0,0.0,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.15832090361538464,0.11965811969230768,0.23076923076923078,0.11965815384615386,0.28,0.0,0.0,0.0,0.02456666323076923,0.085348938,0.2820512817692308,0.5038461538461539,0.4358974357692308,0.11965811969230768,0.8803418461538463,0.28,0.02456666323076923,0.01234862146153846,0.0,0.0,0.4,0.36413747030769233,0.25961538461538464,0.0,1.0,0.0,1.0,0.5390300538461539,0.0,0.3430346379230769,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.03647214846153846,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.17350793245454546,0.08080808072727273,0.18181818181818182,0.09740263636363636,0.3111688363636364,0.0,0.0,0.0,0.03201318681818182,0.030927838,0.333333333,0.20259741818181817,0.24242424218181818,0.08080808072727273,0.9025973636363637,0.3111688363636364,0.03201318681818182,0.007584868909090909,0.0,0.0,0.4,0.40928606999999995,0.0,0.49350645454545455,0.5064935454545455,0.0,1.0,0.5187205711818182,0.25974027245454545,0.259642045,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068965517,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.18421052633333335,0.29629629608333335,0.8333333333333334,0.40158741666666664,0.3554444333333333,0.0,0.0,0.0,0.03915736758333333,0.03819956308333333,0.24999999975,0.18015873333333332,0.222222222,0.29629629608333335,0.5984125833333334,0.3554444333333333,0.03915736758333333,0.055208225,0.0,0.0,0.4000000000000001,0.45643575141666665,0.0,0.5496031666666666,0.4503968333333333,0.0,1.0,0.6242165083333333,0.333333333,0.24648244266666666,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.043513959666666664,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.18721144966666667,0.10185185183333334,0.4166666666666667,0.2222221666666667,0.4000000000000001,0.0,0.0,0.0,0.053503306083333334,0.5521372385833333,0.8333333335,0.3333333666666667,0.3611111110833333,0.10185185183333334,0.7777778333333334,0.4000000000000001,0.053503306083333334,0.12103671016666667,0.0,0.0,0.4000000000000001,0.32567999975,0.25,0.41666658333333334,0.5833334166666667,0.0,1.0,0.6089654999999999,0.333333333,0.24343237483333333,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.6493058333333334,0.34722225,0.2346743678333333,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.21006463549999999,0.185185185,0.5833333333333334,0.4083333333333334,0.435,0.0,0.0,0.0,0.05815661458333333,0.7512243041666666,1.0,0.3166666666666667,0.27777777750000004,0.185185185,0.5916666666666667,0.435,0.05815661458333333,0.136847948,0.0,0.0,0.4000000000000001,0.39652309258333335,0.0,0.20833333333333334,0.7916666666666666,0.0,1.0,0.49541084583333334,0.333333333,0.4455281845833334,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.5,0.8791666666666668,0.29597701158333334,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.18218623476923076,0.08547008538461538,0.5384615384615384,0.20512823076923076,0.4584615384615385,0.0,0.0,0.0,0.07448272307692308,0.6256939581538462,1.0,0.21538461538461537,0.25641025623076924,0.08547008538461538,0.7948717692307692,0.4584615384615385,0.07448272307692308,0.019774753,0.0,0.0,0.4,0.5365610607692308,0.3269230769230769,0.7884615384615384,0.21153846153846154,0.0,1.0,0.4639097730769231,0.333333333,0.4697508389230769,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,0.0,0.0,0.0,0.0,0.0,0.5,0.6538461538461539,0.24137931053846154,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.1961722487272727,0.24242424236363636,0.7272727272727273,0.5757575454545454,0.4799999999999999,0.0,0.0,0.0,0.09960354554545453,0.225515478,0.3333333332727273,0.5074747636363637,0.48484848481818177,0.24242424236363636,0.42424245454545456,0.4799999999999999,0.09960354554545453,0.30534217599999997,0.0,0.0,0.4,0.4110191623636364,0.1515151818181818,0.030303,0.969697,0.14747472727272729,1.0,0.5781236363636363,0.333333333,0.39443117099999997,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,0.0,0.38923717863636365,0.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.31809787625,0.24074074066666665,0.8333333333333334,0.33501983333333335,0.493889,0.0,0.0,0.0,0.02881700716666667,0.030927838,0.333333333,0.28142856666666666,0.30555555525,0.24074074066666665,0.6649801666666667,0.493889,0.02881700716666667,0.06625252633333333,0.0,0.0,0.4000000000000001,0.3397134746666666,0.0,0.29642858333333333,0.7035714166666667,0.0,1.0,0.4483986133333333,0.333333333,0.35173025183333334,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068965517,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.3979686058333334,0.3611111110833333,0.5,0.4016203333333333,0.5445833333333333,0.0,0.0,0.0,0.027433738333333332,0.112307726,0.41666666658333334,0.4404762,0.41666666641666666,0.3611111110833333,0.5983796666666666,0.5445833333333333,0.027433738333333332,0.05602334683333334,0.0,0.0,0.4000000000000001,0.4112168814166666,0.17063491666666666,0.09722225,0.9027777499999999,0.027777833333333335,1.0,0.42742575,0.333333333,0.3715495735,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.13690475,0.072420625,0.04110791941666667,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.34118190225,0.287037037,0.6666666666666666,0.49097225,0.56,0.0,0.0,0.0,0.038776195916666666,0.009385740666666666,0.1666666665,0.03988096666666667,0.111111111,0.287037037,0.50902775,0.56,0.038776195916666666,0.11262086475,0.0,0.0,0.4000000000000001,0.3416306869166667,0.0,0.9002975833333333,0.09970241666666667,0.0,1.0,0.6778497083333334,0.333333333,0.36710630675,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020929120583333335,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.31371191133333337,0.12962962949999998,0.5833333333333334,0.32638883333333335,0.785,0.0,0.0,0.0,0.0942874905,0.5905821226666667,0.97222222225,0.31944446666666665,0.33333333308333335,0.12962962949999998,0.6736111666666668,0.785,0.0942874905,0.048959248000000004,0.0,0.0,0.4000000000000001,0.6295595795,0.4305555833333334,0.6319444166666667,0.3680555833333334,0.0,1.0,0.545160125,0.666666667,0.5439925704166667,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.5,0.59375,0.22318011508333335,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.43236380458333334,0.06481481475,0.16666666666666666,0.13888891666666667,0.8000000000000002,0.0,0.0,0.0,0.15435671808333334,0.33330267924999996,0.6944444443333334,0.24007936666666665,0.24999999983333332,0.06481481475,0.8611110833333333,0.8000000000000002,0.15435671808333334,0.16654043775,0.0,0.0,0.4000000000000001,0.3880756751666667,0.0,0.5069444166666667,0.4930555833333334,0.0238095,1.0,0.4474023125,0.666666667,0.6476345304166667,0.08333333333333333,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.26388887499999997,0.25,0.22933771266666667,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.42313019383333333,0.10185185175,0.5,0.326389,0.8000000000000002,0.0,0.0,0.0,0.11518214375000001,0.40340423166666667,0.6944444444166668,0.5527777666666667,0.5,0.10185185175,0.6736110000000001,0.8000000000000002,0.11518214375000001,0.13976311408333333,0.0,0.0,0.4000000000000001,0.576257232,0.6111110833333333,0.22916666666666666,0.7708333333333334,0.0,1.0,0.5475032708333333,0.666666667,0.5987613921666667,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.3055555833333333,0.170138875,0.42385051725,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.411588181,0.35185185183333334,0.6666666666666666,0.4434524166666667,0.8219046666666667,0.0,0.0,0.0,0.039355643,0.020971404083333336,0.24999999975,0.3,0.27777777750000004,0.35185185183333334,0.5565475833333333,0.8219046666666667,0.039355643,0.062290210416666665,0.0,0.0,0.4000000000000001,0.4749880438333334,0.0,0.25,0.75,0.0,1.0,0.5283989791666667,0.666666667,0.42181263199999997,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04676381600000001,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.40613679946153847,0.25641025623076924,0.8461538461538461,0.4304031538461538,0.84,0.0,0.0,0.0,0.03837281869230769,0.3092075868461538,0.7948717948461539,0.08461538461538462,0.20512820492307693,0.25641025623076924,0.5695968461538462,0.84,0.03837281869230769,0.10856733638461538,0.0,0.0,0.4,0.37833446007692306,0.0,0.7884615384615384,0.21153846153846154,0.0,1.0,0.64121535,0.666666667,0.4831372796923077,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.44444444400000005,0.0,0.0,0.0,0.0,0.0,0.27472526923076923,0.3360806153846154,0.07869142146153847,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.4181986064545455,0.13131313127272726,0.5454545454545454,0.22337663636363636,0.84,0.0,0.0,0.0,0.028264547909090908,0.36394266018181815,0.8484848486363638,0.23558440000000003,0.30303030281818183,0.13131313127272726,0.7766233636363636,0.84,0.028264547909090908,0.038519181909090906,0.0,0.0,0.4,0.23159047372727273,0.0,0.437013,0.562987,0.025974,1.0,0.4482938863636364,0.666666667,0.193918083,0.0,0.227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.0,0.0,0.0,0.0,0.0,0.46753245454545456,0.28863636363636364,0.055381398,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.4866822929230769,0.23076923076923078,0.7692307692307693,0.38974346153846157,0.877436,0.5461538462307692,0.9230769230769231,0.5656075030769231,0.04327547692307692,0.029341796615384615,0.333333333,0.1497436,0.205128205,0.23076923076923078,0.6102565384615385,0.877436,0.04327547692307692,0.12140004192307693,0.5461538462307692,0.5656075030769231,0.6702563076923078,0.3810594896923077,0.0,0.8102563846153846,0.1897436153846154,0.0,1.0,0.5950145192307692,0.666666667,0.45450079130769233,0.0,0.5912975523076923,0.8123076923076924,0.6940085577692308,0.10769230769230768,0.7061966153846153,0.07692307692307693,0.898798173076923,0.5523503973846153,0.6153846156923077,0.5788621705384616,0.13533983223076923,0.5888967343846153,0.0,0.0,0.0,0.06542882730769231,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.6476957946363636,0.15151515145454544,0.45454545454545453,0.32727272727272727,0.8894545454545455,0.7762627273636364,1.0,0.4838627456363636,0.059188723636363634,0.04484536536363636,0.09090909081818183,0.23333334545454545,0.27272727254545454,0.15151515145454544,0.6727272727272727,0.8894545454545455,0.059188723636363634,0.09070525736363637,0.7762627273636364,0.4838627456363636,0.9636363636363636,0.38912182409090906,0.0,0.5378788181818183,0.4621211818181818,0.060606,1.0,0.4001333409090909,0.666666667,0.29777444772727274,0.0,0.7535842972727274,0.8937738181818182,0.4446775945454545,0.0,0.48730463636363636,0.06060618181818182,0.9744832954545455,0.3478726260909091,0.666666667,0.492712673,0.1526352579090909,0.3705683434545454,0.0,0.1,0.0,0.0,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.7682363806666667,0.22222222225,0.5,0.3645833333333333,0.92,0.6805555558333333,1.0,0.31578458025,0.03358014116666667,0.16062224966666666,0.333333333,0.38333333333333336,0.44444444425,0.22222222225,0.6354166666666666,0.92,0.03358014116666667,0.09478307200000001,0.6805555558333333,0.31578458025,0.8433333333333334,0.31527797241666666,0.22083333333333333,0.3125,0.6875,0.0,1.0,0.5794853333333333,0.666666667,0.48678762891666666,0.0,0.6613676135833333,0.92,0.4164958138333334,0.049999999999999996,0.5346756666666667,0.0,0.95621875,0.44860481466666663,0.666666667,0.6939508724166666,0.17130681816666668,0.31521595716666667,0.0,0.34523808333333333,0.0,0.012931034416666667,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.8815789475,0.02777777775,0.08333333333333333,0.035714249999999996,0.9338890000000001,0.4861111110833333,1.0,0.31029267958333334,0.03513902783333333,0.030927838,0.333333333,0.3004762,0.27777777750000004,0.02777777775,0.96428575,0.9338890000000001,0.03513902783333333,0.003625029,0.4861111110833333,0.31029267958333334,0.6476190000000001,0.4040307835833333,0.0,0.24880950000000002,0.7511905,0.0,1.0,0.49172008333333334,0.7824075001666667,0.25659366,0.0,0.53481250025,0.9380000000000001,0.5026839014166667,0.0,0.7063491333333333,0.0,0.9888640624999999,0.4939373933333333,0.8166666668333334,0.40159493116666667,0.042976144083333334,0.5304036154166667,0.0,0.0,0.0,0.068965517,1.0
Racing,70432028-81AF-D67A-251E-D2F807AB93CF,ApexSpeed,0.9829178208333333,0.12037037025000001,0.5,0.3180555,0.894,0.30555555525,0.9166666666666666,0.3671753393333333,0.043427142249999995,0.028350518166666668,0.30555555525,0.22666663333333334,0.24999999983333332,0.12037037025000001,0.6819445000000001,0.894,0.043427142249999995,0.025081669249999997,0.30555555525,0.3671753393333333,0.5458333333333333,0.4166809585,0.0,0.5583334166666667,0.4416665833333333,0.041666666666666664,0.9166666666666666,0.5499996458333333,0.9166666666666666,0.23572693616666665,0.0,0.4592803033333333,0.8946666666666667,0.4949703865833333,0.0,0.7402778333333333,0.08333333333333333,0.9036458333333334,0.5023148144166667,0.9166666666666666,0.33218656691666665,0.05833333333333333,0.21742783375,0.0,0.0,0.0,0.06321839058333334,1.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,ApexSpeed,0.7109929079166667,0.04273504275,0.16666666666666666,0.10937508333333333,0.0,0.822048625,1.0,0.6728322142500001,0.13312133333333334,0.037344507,0.333333333,0.021405231416666667,0.13888888875000002,0.04273504275,0.8906249166666668,0.0,0.13312133333333334,0.0116521485,0.822048625,0.6728322142500001,0.9445891666666667,0.252786607,0.0,0.9464869166666667,0.05351308333333333,0.0,1.0,0.5036106,0.0,0.46877556066666665,0.0,0.69953125,0.0,0.6781564932499999,0.0,0.959855,0.0,0.9903075,0.342354427,0.0,0.8288052135833333,0.19026273125,0.7814136068333334,0.0,0.0,0.0,0.08035743,0.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,ApexSpeed,0.82890070925,0.032051282083333334,0.16666666666666666,0.13888891666666667,0.1166666665,0.0,0.0,0.0,0.5710603220833333,0.5795681726666667,0.97222222225,0.19861108966666666,0.24999999991666666,0.032051282083333334,0.8611110833333333,0.1166666665,0.5710603220833333,0.07629244833333333,0.0,0.0,0.5,0.5693546208333333,0.35185183333333336,0.9155092499999999,0.08449075,0.06018518516666666,1.0,0.5552611541666667,0.0,0.46224138924999997,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.265017818,0.0,0.0,0.0,0.0,0.0,0.5,0.4710647083333333,0.27604263791666667,1.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,ApexSpeed,0.95212766,0.09615384616666667,0.16666666666666666,0.21305433333333335,0.13640349975,0.0,0.0,0.0,0.33482321125000003,0.15452559899999999,0.33333333308333335,0.40740736341666667,0.36111111083333336,0.09615384616666667,0.7869456666666667,0.13640349975,0.33482321125000003,0.06009917333333333,0.0,0.0,0.5,0.5041523670833333,0.0185185,0.0,1.0,0.0,1.0,0.5244956070833333,0.0,0.2874249550833333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.265017818,0.0,0.0,0.0,0.0,0.0,0.023148166666666668,0.0,0.3093580310833333,1.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,ApexSpeed,0.9308510640000001,0.18162393158333334,0.3333333333333333,0.36759933333333333,0.166666667,0.0,0.0,0.0,0.17143386383333334,0.14117489283333334,0.4722222221666667,0.20752721475,0.24999999975,0.18162393158333334,0.6324006666666667,0.166666667,0.17143386383333334,0.09016661183333334,0.0,0.0,0.5,0.38466923875,0.0,0.48118191666666665,0.5188180833333333,0.0,1.0,0.6480815416666666,0.0,0.588190561,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.265017818,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16203704166666666,0.05840794533333333,1.0
Racing,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,ApexSpeed,0.9379432626666667,0.10683760666666668,0.2916666666666667,0.23828975,0.17175925024999997,0.0,0.0,0.0,0.2538265313333333,0.32713206516666665,0.8055555555833332,0.2804738583333333,0.3333333333333333,0.10683760666666668,0.76171025,0.17175925024999997,0.2538265313333333,0.051093539083333334,0.0,0.0,0.5,0.5203347948333333,0.403050125,0.7018654166666667,0.2981345833333333,0.0,1.0,0.5716469833333333,0.0,0.33054934308333334,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.265017818,0.0,0.0,0.0,0.0,0.0,0.38480391666666663,0.2371323333333333,0.08198232416666666,1.0
