[control]genre,[control]player_id,[control]game,[output]arousal,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,key_press_count,idle_time,player_score,player_kill_count,player_speed_x,player_speed_y,player_delta_distance,player_health,player_damaged,visible_bot_count,bot_speed_x,bot_speed_y,bot_delta_distance,bot_health,pick_ups_visible,pick_up_player_disctance,player_death,player_is_grounded,bot_is_grounded,bot_player_distance,player_has_collisions,player_is_colliding_above,player_is_colliding_below,player_is_colliding_left,player_is_colliding_right,player_is_falling,player_is_jumping,player_point_pickup,player_power_pickup,player_has_powerup,bot_has_collisions,bot_is_colliding_below,bot_is_colliding_left,bot_is_colliding_right,bot_is_falling,Binary_Arousal_Class
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.25698924716666666,0.322368421,0.3333333333333333,0.8140054666666666,0.444444444,0.11286069408333332,0.2916666666666667,0.0030533081666666664,0.078830073,0.16538461666666668,0.4166666666666667,0.2691050815833333,0.3541666666666667,0.322368421,0.18599453333333335,0.444444444,0.0,0.6159421583333333,0.16997402141666665,0.078830073,1.0,0.0,0.11286069408333332,0.5595681945000001,0.0,0.0030533081666666664,0.5833333333333334,0.16538461666666668,0.49234709125000004,0.0,0.41292733333333337,0.5833333333333334,0.4673228076666667,0.4447455,0.09545459541666668,0.41292733333333337,0.0,0.0,0.25399183333333336,0.6073717583333333,0.0,0.0,1.0,0.5833333333333334,0.5833333333333334,0.0,0.08333333333333333,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.42258064516666666,0.2828947368333333,0.3333333333333333,0.5964646666666666,0.444444444,0.28636397383333334,0.5,0.056624037666666675,0.06953795875,0.0,0.0,0.2910967441666667,0.4791666666666667,0.2828947368333333,0.40353533333333336,0.444444444,0.0,0.397411677175,0.18655887566666665,0.06953795875,1.0,0.0,0.28636397383333334,0.9599755554999999,0.0016745551666666667,0.056624037666666675,1.0,0.0,0.0,0.0,0.45454541666666665,0.9880952500000001,0.3741980796666667,0.5128787499999999,0.0,0.45454541666666665,0.0,0.2222221666666667,0.23181816666666666,0.5690656916666667,0.0,0.0,1.0,0.9880952500000001,0.9880952500000001,0.08333333333333333,0.041666666666666664,0.01190475,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.5268817201666667,0.32456140341666667,0.3333333333333333,0.73908725,0.444444444,0.15000015,0.3333333333333333,0.0037102531666666667,0.054266047166666664,0.0,0.0,0.24163450108333331,0.3333333333333333,0.32456140341666667,0.26091274999999997,0.444444444,0.0,0.3051736085002525,0.12454994341666666,0.054266047166666664,1.0,0.0,0.15000015,0.6578197221666667,0.0,0.0037102531666666667,0.6666666666666666,0.0,0.0,0.0,0.488961,0.6666666666666666,0.23562608375000002,0.5561326666666667,0.0,0.488961,0.0,0.19217166666666666,0.30018041666666667,0.36679291666666664,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.08333333333333333,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.7005376341666666,0.38596491241666664,0.4166666666666667,1.0,0.53811731475,0.20178591308333335,0.5,0.05057947483333333,0.10015575116666665,0.27532822166666665,0.3333333333333333,0.3845000918333334,0.4791666666666667,0.38596491241666664,0.0,0.53811731475,0.0,1.0,0.21346208633333333,0.10015575116666665,1.0,0.0,0.20178591308333335,0.9726119444166667,0.013436839333333334,0.05057947483333333,1.0,0.27532822166666665,0.30530362625,0.0,0.21275258333333333,0.8638888333333333,0.5116366859166667,0.21275258333333333,0.0,0.21275258333333333,0.0,0.0,0.33895500000000006,0.7253787749999999,0.16666666666666666,0.0,0.0,0.8638888333333333,0.8638888333333333,0.0,0.0,0.13611116666666667,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.75752688175,0.25877192991666664,0.3125,0.9583333333333334,0.666666667,0.7040632040833333,0.4583333333333333,0.07632854416666666,0.22933948491666667,0.1911111166666667,0.5,0.29706750516666663,0.375,0.25877192991666664,0.041666666666666664,0.666666667,0.0,0.4270833333333333,0.43730888791666667,0.22933948491666667,0.4270833333333333,0.08333333333333333,0.7040632040833333,0.84195152775,0.024934018833333335,0.07632854416666666,0.9166666666666666,0.1911111166666667,0.7137529497499999,0.08333333333333333,0.2111110833333333,0.7606393333333333,0.41021865,0.2111110833333333,0.0,0.2111110833333333,0.0,0.0,0.5770833083333333,0.23124999999999998,0.0,0.0,0.0,0.7606393333333333,0.7606393333333333,0.0,0.0,0.081240175,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.5666666666666667,0.028508771916666665,0.0625,0.10555558333333333,0.666666667,0.9153654153333334,0.5833333333333334,0.00700765025,0.14465069266666666,0.10083333333333333,0.2916666666666667,0.12473960008333333,0.1875,0.028508771916666665,0.8944444166666666,0.666666667,0.0,0.02578016666666667,0.17835061149999998,0.14465069266666666,0.84375,0.0,0.9153654153333334,1.0,0.0,0.00700765025,1.0,0.10083333333333333,0.2876318619166667,0.0,0.687037,1.0,0.38219872125,0.7037036666666667,0.05000005,0.687037,0.0,0.0,0.2712963333333333,0.12222225000000002,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.6956989244999999,0.47368421050000004,0.4375,0.8305555833333332,0.68732194475,0.10823879574999999,0.125,0.0015615750833333334,0.07859096908333334,0.29226501666666665,0.4166666666666667,0.2748033055,0.4166666666666667,0.47368421050000004,0.16944441666666665,0.68732194475,0.0,0.6296265833333333,0.19563962499999998,0.07859096908333334,1.0,0.0,0.10823879574999999,0.25,0.0,0.0015615750833333334,0.25,0.29226501666666665,0.38140399075,0.0,0.34337599999999996,0.25,0.14765271133333333,0.3497862583333333,0.0,0.34337599999999996,0.0,0.0064102583333333326,0.21233489166666666,0.6750000583333334,0.08333333333333333,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.69086021525,0.5986842104166666,0.5208333333333334,0.8515406666666667,0.777777778,0.0,0.0,0.0,0.04993695608333334,0.0,0.0,0.2919883135833333,0.3541666666666667,0.5986842104166666,0.14845933333333333,0.777777778,0.0,0.5757168526666666,0.16913791658333333,0.04993695608333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902661666666666,0.0,0.0,0.4902661666666666,0.0,0.4902661666666666,0.0,0.25925925,0.2583333,0.52058825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.5677419355,0.14254385966666666,0.25,0.3562339583333333,0.777777778,0.0,0.0,0.0,0.02875177575,0.0,0.0,0.23777003291666665,0.2916666666666667,0.14254385966666666,0.6437660416666667,0.777777778,0.0,0.131242725,0.10317667225,0.02875177575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5934065833333334,0.0,0.0,0.6121795,0.0,0.5934065833333334,0.0,0.28388283333333336,0.14256583333333334,0.41895600000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.52634408575,0.390350877,0.4375,0.8395833333333332,0.826851852,0.36937527566666667,0.4583333333333333,0.014063723166666667,0.08471987858333334,0.11166666666666668,0.2916666666666667,0.2607013501666667,0.375,0.390350877,0.16041666666666668,0.826851852,0.0,0.6481213250000001,0.16409050591666666,0.08471987858333334,1.0,0.0,0.36937527566666667,0.8755980555833333,0.013844262666666668,0.014063723166666667,0.9166666666666666,0.11166666666666668,0.20378675233333332,0.0,0.39166666666666666,0.824603175,0.38911260583333335,0.39166666666666666,0.0,0.39166666666666666,0.0,0.0,0.25769225,0.5416666666666666,0.08333333333333333,0.0,0.0,0.824603175,0.824603175,0.0,0.0,0.044246,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.5322580643333333,0.60526315775,0.5,1.0,0.888888889,0.0,0.0,0.0,0.08461948825,0.0,0.0,0.3239815470833333,0.3958333333333333,0.60526315775,0.0,0.888888889,0.0,0.9342710833333333,0.23294881125,0.08461948825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29275789166666666,0.0,0.0,0.3474206166666667,0.0,0.29275789166666666,0.0,0.109722225,0.3178571416666667,0.7243551666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.4290322578333334,0.27412280699999997,0.25,0.56623925,0.888888889,0.0,0.0,0.0,0.05616702158333334,0.0,0.0,0.14296873216666667,0.14583333333333334,0.27412280699999997,0.43376075000000003,0.888888889,0.0,0.47567482916666665,0.14027990616666666,0.05616702158333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698413333333333,0.0,0.0,0.6698413333333333,0.0,0.6698413333333333,0.0,0.0,0.16666666666666666,0.3416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.38279569900000004,0.019736842083333334,0.041666666666666664,0.05555558333333333,1.0,0.2763464013333333,0.625,0.004760390333333334,0.22641164191666666,0.0,0.0,0.38385408649999997,0.4791666666666667,0.019736842083333334,0.9444444166666667,1.0,0.0,0.03487758333333333,0.4953712436666666,0.22641164191666666,0.35370366666666664,0.074074,0.2763464013333333,0.6779766665833332,0.27444001091666664,0.004760390333333334,0.75,0.0,0.0,0.08333333333333333,0.25370366666666666,0.5300925833333333,0.3425189241666667,0.25370366666666666,0.0,0.25370366666666666,0.0,0.0,0.6166666416666667,0.37083330833333333,0.0,0.0,0.0,0.5415123333333333,0.5300925833333333,0.022916689583333334,0.03626541666666667,0.21990741666666666,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.374193548,0.25657894725,0.3125,0.4469855833333333,1.0,0.0,0.0,0.0,0.05704447408333333,0.0,0.0,0.24679126608333332,0.2916666666666667,0.25657894725,0.5530144166666667,1.0,0.0,0.18755894666666664,0.21782077725000001,0.05704447408333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4213789666666667,0.0,0.0,0.4213789666666667,0.0,0.4213789666666667,0.0,0.0,0.281746,0.5957341666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.4290322578333334,0.26096491233333335,0.25,0.589156,1.0,0.049553618333333334,0.125,0.0010564049166666668,0.051704099,0.0,0.0,0.17165179891666668,0.20833333333333334,0.26096491233333335,0.410844,1.0,0.0,0.5397317800833333,0.10413975833333333,0.051704099,1.0,0.0,0.049553618333333334,0.23277902775,0.0,0.0010564049166666668,0.25,0.0,0.0,0.0,0.595695925,0.25,0.20416905366666668,0.595695925,0.0,0.595695925,0.0,0.0,0.19960325,0.41071433333333335,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.6129032260769232,0.1477732793076923,0.21153846153846154,0.30880653846153844,1.0,0.225000225,0.5,0.004784576,0.11033029338461539,0.2,0.5,0.21543477953846152,0.25,0.1477732793076923,0.6911934615384615,1.0,0.0,0.12271345384615386,0.37972622661538463,0.11033029338461539,0.5,0.05128203076923077,0.225000225,0.9628187179230768,0.0,0.004784576,1.0,0.2,0.6020221400769231,0.07692307692307693,0.3525640769230769,1.0,0.25594963569230766,0.39452215384615386,0.0,0.3525640769230769,0.0,0.041958076923076924,0.4360639230769231,0.15976331538461538,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.6739002931818182,0.22009569372727275,0.2727272727272727,0.3417208181818182,1.0,0.04772731363636363,0.13636363636363635,0.0011501720909090909,0.18441385781818181,0.08917749090909091,0.2727272727272727,0.24550017963636364,0.25,0.22009569372727275,0.6582791818181818,1.0,0.0,0.1732084018181818,0.3850449216363636,0.18441385781818181,0.7878788181818183,0.0,0.04772731363636363,0.25664121209090907,0.0,0.0011501720909090909,0.2727272727272727,0.08917749090909091,0.4470644948181818,0.0,0.3211039090909091,0.2727272727272727,0.12567857363636364,0.3211039090909091,0.0,0.3211039090909091,0.0,0.0,0.4727272727272727,0.4001623636363636,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,1.0
Platformer,70432028-81AF-D67A-251E-D2F807AB93CF,Pirates!,0.7548387095833333,0.4166666666666667,0.375,0.8379953250000001,1.0,0.08076930575,0.20833333333333334,0.00218466,0.066306471,0.20000000000000004,0.5,0.26210271808333335,0.3541666666666667,0.4166666666666667,0.16200467500000001,1.0,0.0,0.45592928554999995,0.16877002325,0.066306471,1.0,0.0,0.08076930575,0.40153,0.0,0.00218466,0.4166666666666667,0.20000000000000004,0.49233146558333335,0.0,0.37067100833333333,0.4166666666666667,0.2650664160833333,0.37067100833333333,0.0,0.37067100833333333,0.0,0.0,0.289063725,0.6428571666666666,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,1.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.117647059,0.345238095,0.333333333,0.7764968333333333,0.0,0.0,0.0,0.0,0.7676286611666666,0.0,0.0,0.0,0.0,0.345238095,0.22350316666666667,0.0,0.0,0.013263333333333334,0.0,0.7676286611666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.2450980395,0.51984126975,0.5277777778333334,0.8855820833333333,0.0,0.033730166666666665,0.08333333333333333,0.08342281016666668,0.8553049230833333,0.015476954166666668,0.041666666666666664,0.28348972958333335,0.4166666666666667,0.51984126975,0.11441791666666667,0.0,0.0,0.8226012083333334,0.24530684433333336,0.8553049230833333,1.0,0.0,0.033730166666666665,0.07151722225,0.02300575325,0.08342281016666668,0.16666666666666666,0.015476954166666668,0.012374927583333334,0.0,0.41363533333333335,0.013888916666666667,0.13913043858333332,0.44207441666666664,0.06886580641666666,0.41363533333333335,0.0,0.04170859008333333,0.342317025,0.49785054999999995,0.0,0.0,0.0,0.013888916666666667,0.013888916666666667,0.0,0.0,0.034722191666666666,0.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.5073529410000001,0.4074074074166667,0.5,0.8445501666666666,0.04878048799999999,0.0053418889166666665,0.041666666666666664,0.000134647,0.84586800025,0.397063679,0.5,0.26830422258333336,0.3333333333333333,0.4074074074166667,0.15544983333333331,0.04878048799999999,0.0,0.6265897508333333,0.23400740258333333,0.84586800025,1.0,0.0,0.0053418889166666665,0.08319611108333333,0.0,0.000134647,0.08333333333333333,0.397063679,0.38621020925,0.0,0.4308673333333333,0.08333333333333333,0.08291379975,0.44894496666666667,0.09490753866666667,0.4308673333333333,0.0,0.0,0.35328849999999995,0.4844804166666667,0.0,0.0,1.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,1.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.617647059,0.38359788358333335,0.4166666665,0.8140189166666666,0.04878048799999999,0.30551080533333336,0.4583333333333333,0.01205880125,0.8764235068333334,0.15838840441666666,0.20833333333333334,0.3690459478333334,0.3666666666666667,0.38359788358333335,0.18598108333333332,0.04878048799999999,0.08333333333333333,0.7150082750000001,0.33345733316666665,0.8764235068333334,1.0,0.0,0.30551080533333336,0.8662215278333334,0.012582151833333333,0.01205880125,0.9166666666666666,0.15838840441666666,0.24273363408333334,0.0,0.20469133333333334,0.8041666666666667,0.6255811495,0.20469133333333334,0.0,0.20469133333333334,0.0,0.0,0.3236454166666667,0.80506175,0.0,0.0,1.0,0.8041666666666667,0.8041666666666667,0.0,0.08333333333333333,0.07083333333333335,1.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.7426470588333333,0.44708994708333333,0.4722222221666667,0.8886946666666667,0.04878048799999999,0.2886207500833333,0.2916666666666667,0.014660343166666666,0.8734205575833333,0.0,0.0,0.3068542258333333,0.3666666666666667,0.44708994708333333,0.11130533333333333,0.04878048799999999,0.16666666666666666,0.8532546666666666,0.30819013891666663,0.8734205575833333,1.0,0.0,0.2886207500833333,0.5449513889166667,0.006760319333333334,0.014660343166666666,0.5811403333333334,0.0,0.0,0.0,0.1252098,0.51496825,0.24536710058333333,0.1252098,0.0,0.1252098,0.0,0.0,0.4502696666666666,0.414809,0.0,0.0,1.0,0.51496825,0.51496825,0.030652014083333335,0.0,0.03493825833333333,1.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.8284313724166666,0.41137566141666665,0.5,0.7862318333333334,0.04878048799999999,0.4295635000833333,0.375,0.028096702416666664,0.8624528136666667,0.21200418283333333,0.2916666666666667,0.3245580759166667,0.39999999999999997,0.41137566141666665,0.21376816666666665,0.04878048799999999,0.0,0.6959426566666668,0.253053139,0.8624528136666667,1.0,0.07954545458333333,0.4295635000833333,0.7086820833333333,0.13002646375000002,0.028096702416666664,0.75,0.21200418283333333,0.5043019686666667,0.0,0.45600408333333337,0.45431333333333335,0.343131307,0.45600408333333337,0.0,0.45600408333333337,0.0,0.0,0.2533580833333334,0.4996353333333334,0.0,0.0,0.8181818333333334,0.45431333333333335,0.45431333333333335,0.0,0.0,0.29568666666666665,1.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.65686274525,0.4206349206666667,0.5277777778333334,0.8316511416666666,0.05110337416666666,0.21811727775,0.25,0.0011182435,0.8565629595,0.4761681201666667,0.3333333333333333,0.47285163300000005,0.5,0.4206349206666667,0.16834885833333335,0.05110337416666666,0.16666666666666666,0.59447125,0.27882902775,0.8565629595,1.0,0.0,0.21811727775,0.34912722216666664,0.21550572558333334,0.0011182435,0.5,0.4761681201666667,0.381051046,0.0,0.27347883333333334,0.14871533333333334,0.20015715175,0.2796516666666667,0.03240745116666666,0.27347883333333334,0.0,0.0,0.3191129166666667,0.73258375,0.041666666666666664,0.0,0.0,0.15431479166666665,0.14871533333333334,0.013586971500000001,0.0473484375,0.3512846666666667,1.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.29901960774999997,0.49074074075,0.5,0.87885525,0.19884436975,0.21518172208333333,0.4166666666666667,0.020861995916666667,0.8651877516666667,0.31789415358333334,0.5833333333333334,0.5044937533333334,0.5166666666666667,0.49074074075,0.12114475000000001,0.19884436975,0.0,0.7279830416666666,0.3049018611666667,0.8651877516666667,1.0,0.0,0.21518172208333333,0.7038452778333334,0.18166501475,0.020861995916666667,0.8333333333333334,0.31789415358333334,0.45566130508333336,0.0,0.2825263333333333,0.39690475000000003,0.5407734240000001,0.29216925,0.05062505691666667,0.2825263333333333,0.0,0.0,0.3277404166666667,0.73058875,0.125,0.08333333333333333,0.5029761916666667,0.4002380833333334,0.39690475000000003,0.0250000625,0.0,0.4364285833333333,0.0
Platformer,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Pirates!,0.352941176,0.42063492066666663,0.61111111125,0.8240164999999999,0.268292683,0.5607028610833333,0.5,0.022946175250000003,0.8676119943333335,0.46426469625000005,0.375,0.32692538925,0.5,0.42063492066666663,0.1759835,0.268292683,0.0,0.6799996116666667,0.27097552766666666,0.8676119943333335,1.0,0.0,0.5607028610833333,0.9390798610833334,0.006222825666666667,0.022946175250000003,1.0,0.46426469625000005,0.2809818795833333,0.0,0.3926673583333333,0.940474,0.5629435656666667,0.45221533333333336,0.10429358558333333,0.3926673583333333,0.08333333333333333,0.0,0.3825862583333333,0.5275551749999999,0.0,0.0,1.0,0.940474,0.940474,0.0,0.0,0.03868641666666667,0.0
